Trait_ID_6th,Category,Trait_name,Trait_description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_312,Political Organization,"Political leader bestows land, slaves, rank [Note, similar to CARNEIRO4_167]","Political leader bestows land, slaves, wealth, women, or noble rank for services rendered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_313,Political Organization,"Political leader appoints officials [Note, identical to CARNEIRO4_166]",Political leader appoints and deposes subordinate political officials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_314,Political Organization,Political leader promulgates laws,"Political leader promulgates laws, issues decrees, or makes proclamations to the populace (not just orders that are obeyed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_315,Political Organization,"Political leader grants audiences [Note, similar to CARNEIRO4_168]",Political leader grants formal audiences to hear grievances or petitions (exclude appeal in legal cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_316,Political Organization,Political leader travels around the kingdom,"Political leader makes regular visits to various parts of the kingdom to examine conditions, hear cases, collect taxes, awe his subjects, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_317,Political Organization,Political leader travels with a retinue,Political leader travels with a retinue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_318,Political Organization,"Political leader controls religious institutions [Note, similar to CARNEIRO4_169]","Political leader exercises considerable control over the activities of temples or the church (e.g., performs investiture of priests, endows temples)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_319,Political Organization,"Political leader performs essential societal rituals [Note, identical to CARNEIRO4_182]","Political leader performs rituals considered essential for the welfare of the society, and which only he can perform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_320,Political Organization,"Installation ceremony for political leader [Note, identical to CARNEIRO4_177]","Special ceremony for installation or investiture of new political leader (e.g., oath of office, coronation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_321,Political Organization,"Political leader has special symbols of office [Note, similar to CARNEIRO4_178]","Political leader has special symbols of office or authority (e.g., throne, crown, scepter, seal, robes)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_322,Political Organization,"Deference to political leader [Note, identical to CARNEIRO4_180]","Displays of special deference to political leader (e.g., carrying in a litter, averting the eyes, bowing)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_323,Political Organization,"Officials or sub-chiefs swear allegiance to the leader [Note, similar to CARNEIRO4_181]","Officials, vassals, sub-chiefs, or courtiers swear allegiance to the chief, king, or state",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_324,Political Organization,Political leader addressed by honorific titles,Political leader addressed or referred to by various honorific titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_325,Political Organization,Lese majesty severely punished,"Lese majesty — an offense against the dignity, person, or property of the ruler — severely punished",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_326,Political Organization,"(Semi)divine ruler [Note, similar to CARNEIRO4_183]","Ruler is considered divine, semi-divine, or sacred, or traces his descent from a god",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_327,Political Organization,"Political leader buried with wealth [Note, similar to CARNEIRO4_184]",Political leader buried with large amounts of wealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_328,Political Organization,"Political leader buried with wives or slaves [Note, similar to CARNEIRO4_186]","Wives, concubines, retainers, or slaves of political leader buried with him or otherwise killed at the time of his death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_329,Political Organization,"Political leader elaborately buried [Note, similar to CARNEIRO4_185]","Political leader buried in an elaborate tomb or grave (e.g., burial mound, cist grave, thatched building, pyramid)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_330,Political Organization,"Special treatment to preserve leader’s corpse [Note, similar to CARNEIRO4_187]","Special treatment (e.g., desiccation, embalming) to preserve the political leader’s corpse or part thereof (not just the bones)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_331,Political Organization,"Deceased political leader reverenced [Note, identical to CARNEIRO4_188]","Deceased former political leader especially reverenced (e.g., his spirit invoked or propitiated, monuments erected to his memory)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_332,Political Organization,"Ruler receives food and goods as gifts, tribute or taxes","Chief or king receives large amounts of food and/or other goods as gifts, tribute, taxes, or fines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_333,Political Organization,"Special residence for political leader [Note, similar to CARNEIRO4_175]",Political leader lives in a special residence or compound categorically superior to any other residence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_334,Political Organization,"Royal estates [Note, identical to CARNEIRO4_176]","Royal estates, residences, or preserves outside the capital which are the property of the ruler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_335,Political Organization,"Full-time retainers for political leader [Note, identical to CARNEIRO4_170]",Political leader has full-time personal attendants or retainers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_336,Political Organization,Royal household maintained by a steward and staff,Royal or chiefly household maintained by a steward and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_337,Political Organization,"Court [Note, similar to CARNEIRO4_174]","Court, a body of officials, members of the upper classes, retainers, entertainers, etc., surrounding the chief or king",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_338,Political Organization,"Ruler has significantly more wives or concubines [Note, similar to CARNEIRO4_171]",Chief or king has significantly more wives or concubines than anyone else,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_339,Political Organization,"Ruler has a harem [Note, identical to CARNEIRO4_172]","Chief or king has a harem (a special residence(s) supervised by a responsible official(s), e.g., a eunuch)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_340,Political Organization,"Ruler has a bodyguard [Note, identical to CARNEIRO4_173]",Bodyguard to protect the ruler’s person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_341,Political Organization,Private tutors for children of nobles,Private tutors retained at court to instruct prince(s) and/or children of nobles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_342,Political Organization,Political leader has storehouse or treasury,"Political leader has storehouse or treasury (for hard goods or valuables, rather than for food)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_343,Political Organization,"Formal treaties between societies [Note, similar to CARNEIRO4_190]","Formal treaties (recorded or witnessed and sworn) concluded between societies to establish alliances, to settle disputes, or to end wars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_344,Political Organization,"Ambassadors [Note, identical to CARNEIRO4_191]",Ambassador(s): diplomatic representative acting in regular relations with a foreign government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_345,Political Organization,Diplomatic missions,Diplomatic missions by government officials carried out for specific purposes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_346,Political Organization,"Passports, visas, or tallies","Passports, visas, or tallies to control the entry or exit of persons, native or foreign",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_347,Political Organization,"Superordinate tribe or state [Note, identical to CARNEIRO4_189]","Superordinate tribe or state which receives tribute, labor, soldiers, or other recognition of obligation from subordinate or vassal tribe(s) or state(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_348,Political Organization,Resident officials overseeing native rulers of subordinate states,Resident political officials who oversee native rulers of feudatory or tributary states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_349,Law and Judicial Process,Composition,Composition: redress of death or bodily injury by payment of an indemnity to the victim or his relatives (with or without a formal judicial proceeding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_350,Law and Judicial Process,Ordeals or oaths to establish guilt or settle disputes,Ordeals or oaths to establish guilt or innocence or to settle disputes prescribed or enforced (exclude torture applied to extract a confession),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_351,Law and Judicial Process,"Mediation used to settle inter-community disputes [Note, similar to CARNEIRO4_196]",Mediation or formal legal procedure customarily used to settle at least one type of dispute within the political unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_352,Law and Judicial Process,Land disputes settled by political or judicial authority,"Disputes over land settled by political or judicial authority, rather than only by mediation or fighting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_353,Law and Judicial Process,"Judicial process [Note, identical to CARNEIRO4_197]","Judicial process, in which an individual or limited group (e.g., council of elders, tribal chief, court of law) considers evidence and renders judgment in a dispute, or of an accused person, on behalf of the society",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_354,Law and Judicial Process,"Court trials [Note, similar to CARNEIRO4_198]","Court trials, held under specialized judges or magistrates who hear testimony and weigh evidence, interpret the law or customary law, and render a decision in civil or criminal cases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_355,Law and Judicial Process,"Judicial system of higher and lower courts [Note, identical to CARNEIRO4_199]","Judicial system of higher and lower courts, cases being referred to one or the other according to their nature, with decisions of lower courts perhaps appealable to higher courts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_356,Law and Judicial Process,Specialized courts,"Specialized courts (e.g., commercial courts, military courts, ecclesiastical courts, divorce courts)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_357,Law and Judicial Process,Legal counsel,Legal counsel: specialized advocates or lawyers who interpret the law or act for clients in legal cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_358,Law and Judicial Process,Oaths or affirmations of truthful testimony,Oaths or affirmations of truthful testimony required of witnesses in legal trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_359,Law and Judicial Process,Oaths of compurgation accepted as evidence of innocence,Oaths of compurgation accepted as evidence of innocence at legal trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_360,Law and Judicial Process,Perjury or false testimony punishable by law,Perjury or false testimony in court legal cases punishable by law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_361,Law and Judicial Process,Judges,Judges: officials whose sole function it is to apply the law and render decisions in civil or criminal cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_362,Law and Judicial Process,"Police [Note, similar to CARNEIRO4_212]","Police: specialized individual or force charged with keeping the peace, enforcement of norms, or the apprehension and detention of offenders",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_363,Law and Judicial Process,Specialized public executioner,Specialized public executioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_364,Law and Judicial Process,Law,"Law: a body of explicitly formulated secular norms, interpreted, applied, and enforced by a constituted authority",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_365,Law and Judicial Process,Recurrent decrees of laws,Laws recurrently decreed by a ruler or enacted by a legislative body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_366,Law and Judicial Process,"Code of laws [Note, identical to CARNEIRO4_203]","Code of laws (explicit and recorded) which covers social, political, and/or economic relations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_367,Law and Judicial Process,Offenses against persons punishable by law,"Offenses against persons (e.g., sorcery — if actually practiced, assault, maiming, rape, murder) punishable under law or custom by formal means",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_368,Law and Judicial Process,Offenses against property punishable by law,"Offenses against property (e.g., theft, arson, willful or inadvertent destruction) subject to indemnification or punishment under law or custom by formal means",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_369,Law and Judicial Process,Obstruction of justice punishable under law,"Obstruction of justice (e.g., harboring of criminals, refusing to give evidence) punishable under law",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_370,Law and Judicial Process,"Laws governing marriage, abortion, or adoption","Laws governing marriage, divorce, abortion, infanticide, or adoption",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_371,Law and Judicial Process,Laws governing inheritance,Laws governing inheritance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_372,Law and Judicial Process,"Laziness, malingering, or vagrancy punishable by law","Laziness, malingering, or vagrancy punishable by law",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_373,Law and Judicial Process,"Libel, slander, or malicious lying punishable by law","Libel, slander, or malicious lying punishable by law",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_374,Law and Judicial Process,Laws regulating borrowing and lending,Laws regulating borrowing and lending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_375,Law and Judicial Process,Building codes,"Building codes: laws regulating house construction (e.g., prescribing building materials, limiting number of stories)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_376,Law and Judicial Process,Sacrilege severely punished,"Sacrilege — irreverence or disrespect toward a sacred person, place, custom, or object — severely punished",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_377,Law and Judicial Process,Religious law enforced by political officials,Religious law enforced by political officials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_378,Law and Judicial Process,Statute of limitations,Statute of limitations specifying the time within which offenders must be brought to trial to be punishable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_379,Law and Judicial Process,"Offenses punished by a designated agent [Note, similar to CARNEIRO4_194]",Most offenses regularly punished by a designated or permanent agent of the society rather than by the offended parties themselves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_380,Law and Judicial Process,Crimes punishable by public authorities only,Crimes legally punishable by public authorities only; private action illegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_381,Law and Judicial Process,"Offenses punished by fines [Note, similar to CARNEIRO4_206]","Certain offenses punished by fines (in currency or in kind) paid to the lineage, sib or village, tribe or state, of which part may go to the offended party (including penalty feasts)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_382,Law and Judicial Process,"Offenses punished by confiscation of property [Note, identical to CARNEIRO4_207]","Certain offenses punished by confiscation of property, of which part may go to the offended party",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_383,Law and Judicial Process,Political authority retains fines or confiscated property,Fines collected or property confiscated by political authority and not shared with the offended party (unless he is the political leader),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_384,Law and Judicial Process,"Corporal punishment [Note, similar to CARNEIRO4_208]","Corporal punishment (including mutilation, shaving off hair) meted out for certain offenses by an authorized agent of the society (other than the offended party or his kin unless he is the political leader)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_385,Law and Judicial Process,"Incarceration of convicted offenders [Note, similar to CARNEIRO4_213]","Incarceration of convicted offenders (in shackles, stocks, pens, cages, or prisons)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_386,Law and Judicial Process,"Offenses punished by slavery or hard labor [Note, identical to CARNEIRO4_209]",Certain offenses punished by slavery or by terms at hard labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
